30,"['“', 'absolutely', 'outrageous', 'year', 'old', 'daughter', 'change', 'mind', 'game', '£', 'purchase', 'even', 'played', 'come', 'store', 'dayslater', 'fullrefund', 'obviously', 'guess', 'day', 'policy', 'felt', 'like', 'try', 'return', 'date', 'smelly', 'fish', 've', 'offer', '£', 'game', 'buy', 've', 'never', 'felt', 'rippedoff', 'life', '”']",Posted 2 months ago
31,"['“', 'purchase', 'nintendo', 'd', 'partner', 'cex', 'kilmarnock', 'play', 'complain', 'part', 'miss', '’ t', 'charge', 'properly', 'bought', 'previous', 'day', 'take', 'back', 'shop', 'receipt', 'money', 'back', 'discover', 'must', 'put', '“', 'warranty', 'test', '”', 'justify', 'return', 'min', 'staff', 'member', 'assure', 'device', 'okay', '“', 'play', '”', 'non', 'stop', 'since', 'drop', '’ s', 'extensive', 'warranty', 'test', '”', 'anyway', 'red', 'flag', 'raise', 'mind', 'thought', 'best', 'decline', 'device', 'request', 'money', 'back', 'utterly', 'outrage', 'told', '’ t', 'return', '’', 'money', '’ s', 'instore', 'voucher', 'provide', 'thought', 'bloody', 'cheek', 'first', 'sell', 'item', '’ t', 'work', 'properly', 'refuse', 'hand', 'back', 'cash', 'paid', 'eventhough', 'return', 'item', 'within', 'two', 'day', 'window', 'confirm', 'time', 'limit', 'member', 'staff', 'irvine', 'cex', 'wouldn ’', 'recommend', 'mob', 'falsely', 'advertise', 'warranty', '’ t', 'willing', 'budge', 'even', 'phrase', '“', 'customer', 'always', 'right', '”', 'avoid', 'like', 'plague', 'zombie', 'pollute', 'kilmarnock', 'burn', 'mall', 'joker', 'rip', 'merchant', '”']",Posted 2 months ago
32,"['“', 'bought', 'use', 'laptop', 'crystal', 'peak', 'sheffield', 'warranty', 'attractive', 'mistakenly', 'trust', 'would', 'decent', 'honest', 'deal', 'fail', 'month', 'cex', 'would', 'honour', 'guarantee', 'accept', 'laptop', 'bought', 'class', 'previous', 'owner', 'mishandle', 'cex', 'want', 'play', 'game', 'pretend', 'warranty', 'disappointed', 'cex', 'would', 'advise', 'use', '”']",Posted 2 months ago
33,"['“', 'brought', 'iphone', 'se', 'within', 'week', 'screen', 'developed', 'fault', 'go', 'completely', 'take', 'back', 'store', 'say', 'ask', 'instore', 'voucher', 'could', 'replacement', 'come', 'back', 'say', 'damage', 'scree', '’ s', 'cover', 'month', 'warranty', '’ s', 'class', 'accidental', 'damage', 'waste', '£', 'useless', 'phone', 'cex', 'staff', '’ s', 'fault', 'careful', 'cex', 'warranty', 'complete', 'joke', 'staff', 'rude', '”']",Posted 3 months ago
34,"['“', 'please', 'buy', 'cex', 'go', 'xbox', 'one', 'controller', 'find', 'cheaper', 'buy', 'brandnew', 'return', 'item', 'told', 'camt', 'back', 'store', 'credit', 'rip', '”']",Posted 3 months ago
35,"['“', 'cex', 'pay', 'next', 'nothing', 'game', 'etc', 'sell', 'return', 'explanation', 'email', 'nothing', 'exchange', 'come', '£', 'instead', '£', 'avoid', 'sell', 'privately', '”']",Posted 3 months ago
36,"['“', 'avoid', 'avoid', 'avoid', 'bought', 'game', 'tallaght', 'shop', 'dublin', 'ireland', 'game', 'wasnt', 'right', 'edition', 'iwas', 'look', 'figure', 'get', 'home', 'go', 'back', 'shop', 'day', 'later', 'bt', 'would', 'nt', 'give', 'refund', 'coz', 'theysaid', 'therewasbt', 'anythi', 'g', 'wrong', 'game', 'even', 'explai', 'ed', 'wasnt', 'look', 'give', 'store', 'voucher', 'stead', 'bt', 'meant', 'cant', 'use', 'money', 'buy', 'game', 'another', 'shop', 'money', 'nw', 'lock', 'shop', 'nw', 'choice', 'come', 'back', 'cex', 'shop', 'would', 'give', 'refund', 'card', 'use', 'make', 'purchase', 'nt', 'recommend', 'buying', 'cex', '”']",Posted 3 months ago
37,"['“', 'buy', 'cex', 'pay', 'pound', 'new', 'x', 'box', 'controller', 'warranty', 'time', 'fault', 'refuse', 'repair', 'eventhough', 'previous', 'repair', 'free', 'charge', 'incompetent', 'engineer', 'cheap', 'part', 'badly', 'fit', '”']",Posted 3 months ago
38,"['“', 'absolute', 'clown', 'try', 'offer', '£', 'work', 'console', 'serial', 'number', 'controller', 'peel', 'laugh', 'walk', 'shop', 'plus', 'matter', 'price', 'offer', 'deduct', 'pound', 'reason', 'whatsoever', 'never', 'use', 'cex', '”']",Posted 4 months ago
39,"['“', 'sell', 'lancehead', 'quart', 'mouse', 'today', '£', 'worth', 'alot', 'morethan', 'id', 'say', 'atleast', '£', 'also', 'keyboard', 'chromatic', 'black', 'widow', 'quart', 'offer', 'say', 'absolutely', '”']",Posted 4 months ago
40,"['“', 'sure', 'bad', 'review', 'never', 'issue', 'localstore', 'issue', 've', 'run', 'online', 'couple', 'sent', 'wrong', 'google', 'nesthome', 'model', 'dirty', 'item', 'quickly', 'dealt', 'suggest', 'contact', 'cex', 'facebook', 'messenger', 'usually', 'reply', 'day', 'refund', 'item', 'full', 'quickly', 'easy', 'fault', 'arose', 'sell', 'cex', 'store', 'issue', '”']",Posted 4 months ago
41,"['“', 'frankly', 'fedup', 'get', 'damage', 'dvd', 'cex', 'angry', 'bought', 'another', 'boxset', 'needle', 'say', 'badly', 'damage', 'clearly', 'quality', 'control', 'simply', 'poor', 'customerservice', 'concur', 'reviewer', 'best', 'adjective', 'terrible', 'say', 'notice', 'monitor', 'site', 'like', 'leave', 'contact', 'u', 'let', 'u', 'help', 'really', 'attempt', 'cancel', 'dvd', 'boxset', 'order', 'do', 'terminate', 'account', 'amazon', 'buy', 'angry', 'buying', 'buy', 'dvddvd', 'boxset', 'settle', 'watch', 'endless', 'frustration', 'damage', 'dvd', 'well', 'last', 'time', '”']",Posted 4 months ago
42,"['“', 'order', 'laptop', 'july', 'item', 'never', 'deliver', 'refuse', 'refund', 'make', 'wait', 'august', 'could', 'bother', 'chase', 'order', 'royalmail', 'august', 'still', 'laptop', 'update', 'response', 'email', 'refund', 'company', 'genuinely', 'worth', 'deal', 'customer', 'service', 'poor', 'site', 'sell', 'similar', 'product', 'go', 'update', 'august', 'contact', 'cex', 'morning', 'review', 'surpise', 'still', 'clearly', 'look', 'countless', 'email', 'sent', 'last', 'two', 'week', 'still', 'meaningful', 'response', 'refund', 'accountability', 'error', 'try', 'blame', 'royalmail', 'subcontract', 'ultimately', 'responsibility', 'lie', 'cex', '”']",Posted 4 months ago
43,"['“', 'purchase', 'limited', 'collector', 'edition', 'boxset', 'bluray', 'steelbook', '“', 'break', 'bad', '”', 'send', 'regular', 'edition', 'limited', 'edition', 'charge', '£', 'sent', '£', 'regular', 'edition', 'rather', 'refund', 'difference', 'insist', 'travel', 'anhour', 'away', 'post', 'office', 'return', 'would', 'cost', 'travel', 'cost', '’ s', 'worth', 'don ’', 'care', 'treat', 'customer', '”']",Posted 4 months ago
44,"['“', 'avoid', 'avoid', 'avoid', 'customer', 'service', 'simply', 'pathetic', 'place', 'bought', 'long', 'time', 'ago', 'ask', 'person', 'sell', 'killian', 'time', 'warranty', 'cover', 'everything', 'include', 'controller', 'say', 'yes', 'time', 'come', 'back', 'cex', 'tallagh', 'thursday', 'day', 'fix', 'charge', 'issue', 'girl', 'told', 'pad', 'cover', 'month', 'policy', 'change', 'lockdown', 'ask', 'manager', 'say', 'look', 'straight', 'eye', 'go', 'online', 'complain', 'told', 'pad', 'cover', 'year', 'need', 'come', 'back', 'pad', 'told', 'go', 'waste', 'time', 'dont', 'drive', 'inform', 'send', 'someone', 'else', 'go', 'different', 'cex', 'ireland', 'becaaue', 'fault', 'need', 'involve', 'people', 'go', 'city', 'centre', 'joke', 'already', 'week', 'issue', 'sort', 'week', 'without', 'pad', 'lady', 'customerservice', 'keep', 'tell', 'go', 'bring', 'old', 'pad', 'otherwise', 'dont', 'new', 'one', 'really', 'pad', 'cost', 'euro', 'sale', 'person', 'lie', 'offer', 'euro', 'cover', 'time', 'waste', 'euro', 'customer', 'worth', 'ask', 'ship', 'new', 'pad', 'home', 'already', 'spend', 'nearly', 'hour', 'walk', 'lie', 'tell', 'shorter', 'period', 'warranty', 'even', 'talk', 'manager', 'aware', 'company', 'everything', 'tell', 'could', 'lie', 'small', 'thing', 'like', 'pad', 'replacement', 'nightmare', 'contact', 'solicitor', 'leave', 'like', 'right', '”']",Posted 4 months ago
45,"['“', 'rip', 'merchant', 'take', 'iphone', 'attempt', 'sell', 'worcester', 'goodcondition', 'look', 'say', '’ s', 'c', 'grade', 'offer', '£', 'told', 'shove', 'take', 'apple', 'say', '’ s', 'b', 'grade', 'give', '£', 'towards', 'new', 'phone', '’', 'never', 'sell', 'buy', 'anything', 'cex', 'membership', 'thrown', 'way', 'trash', 'like', 'store', 'sell', 'item', 'privately', 'don ’', 'use', 'cex', 'rob', 'money', '”']",Posted 4 months ago
46,"['“', 'terrible', 'customerservice', 'result', 'account', 'ban', 'glad', 'cex', 'treat', 'customer', 'like', '£', '”']",Posted 4 months ago
47,"['“', 'beware', 'buying', 'laptop', 'q', 'laptop', 'seal', 'battery', 'seal', 'battery', 'try', 'repair', 'cex', 'warranty', 'laptop', 'month', 'hardly', 'use', 'yet', 'battery', 'completely', 'dead', 'checked', 'cex', 'warranty', 'despite', 'clearly', 'state', 'cover', 'seal', 'battery', 'staff', 'edinburgh', 'rise', 'street', 'branch', 'say', 'differently', 'unclipped', 'therefore', 'consumable', 'absolute', 'disgrace', 'bunch', 'con', 'artist', 'well', 'do', 'lose', 'future', 'custom', 'u', 'warranty', 'worth', 'paper', 'print', 'avoid', 'avoid', 'avoid', '”']",Posted 4 months ago
48,"['“', 'order', 'ipad', 'cex', 'sent', 'completely', 'different', 'ipad', 'part', 'company', 'go', 'cex', 'store', 'refund', 'say', 'receive', 'wrong', 'ipad', 'help', 'refund', 'despite', 'cex', 'send', 'wrong', 'one', 'staff', 'horrible', 'none', 'staff', 'help', 'anything', 'eventhough', 'make', 'mistake', 'never', 'bad', 'experience', 'never', 'buy', 'terrible', 'staff', 'store', 'manager', 'horrible', 'well', 'try', 'help', 'contact', 'customerservice', 'kept', 'say', 'send', 'wrong', 'ipad', 'despite', 'proof', 'receive', 'different', 'ipad', 'one', 'order', 'recommend', 'anyone', 'buy', 'scam', '”']",Posted 5 months ago
49,"['“', 'fobbed', 'excuse', 'refuse', 'replace', 'faulty', 'battery', 'daughter', 'mobile', 'phone', 'month', 'warranty', 'uxbridge', 'branch', 'lose', 'sim', 'card', 'phone', 'humiliate', 'wife', 'daughter', 'front', 'customer', '”']",Posted 5 months ago
50,"['“', 'bought', 'smart', 'watch', 'cex', 'newore', 'checked', 'say', 'grade', 'go', 'collect', 'cash', 'try', 'say', 'scratch', 'checked', 'scratch', 'felt', 'like', 'con', 'member', 'staff', 'bad', 'attitude', 'disappointed', '”']",Posted 5 months ago
51,"['“', 'take', 'nikon', 'camera', 'valuationit', 'year', 'old', 'bought', 'argosto', 'disgust', 'flag', 'steal', 'even', 'still', 'reciept', 'original', 'nikon', 'box', 'never', 'go', 'doesnt', 'make', 'sense', 'shop', '”']",Posted 5 months ago
52,"['“', 'track', 'number', 'webuy', 'order', 'post', 'previous', 'order', 'week', 'ago', 'paid', 'postage', 'receive', 'problem', 'post', 'order', 'use', 'label', 'stuck', 'loop', 'go', 'back', 'fort', 'form', 'back', 'week', 'post', 'inform', 'cex', 'send', 'back', 'po', 'box', 'explains', 'constantly', 'loop', 'ten', 'day', 'order', 'cancel', 'someone', 'cex', 'dublin', 'want', 'playstation', 'console', 'accessory', 'include', 'game', 'free', 'aware', 'free', 'postage', 'label', '”']",Posted 6 months ago
53,"['“', 'bought', 'airpods', '€', 'come', 'cover', 'ear', 'wax', 'absolutely', 'vile', '”']",Posted 6 months ago
54,"['“', 've', 'save', 'voucher', 'christmas', 'present', 'told', 'voucher', 'redeem', 've', 'bought', 'anything', 'help', 'information', 'use', 'voucher', 'total', 'scam', '”']",Posted 6 months ago
55,"['“', 'purchase', 'iphone', 'online', 'month', 'ago', 'speaker', 'suddenly', 'go', 'guarantee', 'take', 'back', 'local', 'town', 'store', 'nottingham', 'exchange', 'walk', 'expect', 'battle', 'faulty', 'good', 'day', 'pleasantly', 'suprised', 'test', 'phone', 'found', 'fault', 'refund', 'still', 'wait', 'payment', 'clear', 'do', 'sunday', 'staff', 'helpful', 'polite', 'nothing', 'issue', 'problem', 'check', 'd', 'say', 'happy', 'service', 'purchase', 'another', 'phone', 'time', 'whilst', 'wait', 'money', 'clear', 'would', 'recommend', 'id', 'certainly', 'buy', 'get', 'service', 'always', 'wish', 'every', 'one', 'give', 'thank', '”']",Posted 6 months ago
56,"['“', 'bought', 'powerbeats', 'may', 'gradeb', 'come', 'filthy', 'box', 'broken', '’ t', 'take', 'back', 'store', 'week', 'due', 'work', 'make', 'aware', 'soon', 'product', 'arrive', 'travel', 'store', 'return', 'item', 'pickup', 'replacement', 'arrange', 'follow', 'initial', 'trust', 'pilot', 'review', 'take', 'back', 'store', 'could', 'see', 'clearly', '’ t', 'dispatch', 'condition', 'store', 'manager', 'show', 'replacement', 'embarrassingly', 'inform', 'replacement', 'damage', 'well', 'fume', 'option', 'refund', 'make', 'complaint', 'kester', 'liasing', 'offer', 'good', 'gesture', '£', 'ask', 'change', 'initial', 'review', 'didn ’', 'course', 'money', 'refund', 'look', 'powerbeats', 'see', 'increase', 'price', 'grade', 'atleast', '£', 'meant', '£', 'voucher', 'basically', 'non', 'existent', 'complain', 'told', 'purchase', 'powerbeats', 'immediately', 'reply', 'state', 'replacement', 'order', 'collect', 'store', 'faulty', 'left', 'week', 'decide', 'try', '’ t', 'bother', 'buying', 'anything', 'everything', 'correct', 'cex', 'great', 'appal', 'thing', 'go', 'wrong', 'customerservice', 'none', 'existent', '’ t', 'even', 'speak', 'anyone', 'everything', 'email', '”']",Posted 6 months ago
57,"['“', 'order', 'company', 'online', 'take', 'payment', 'let', 'know', 'item', 'stock', 'contact', 'first', 'refund', 'might', 'return', 'eventually', 'lucky', 'whatever', 'store', 'save', 'alot', 'hassle', 'try', 'another', 'company', 'online', 'personally', 'would', 'give', 'minus', 'star', 'review', '”']",Posted 6 months ago
58,"['“', 'book', 'sale', 'website', 'advise', 'take', 'item', 'store', 'day', 'store', 'empty', 'take', 'roughly', 'min', 'store', 'clerk', 'check', 'item', 'quick', 'option', 'apparently', 'day', 'chase', 'email', 'call', 'response', 'online', 'via', 'facebook', 'twitter', 'told', 'item', 'broken', 'cant', 'accept', 'despite', 'fully', 'work', 'take', 'yes', 'old', 'chestnut🙄', 'try', 'sort', 'customerservice', 'quite', 'frankly', 'like', 'try', 'blood', 'stone', 'fact', 'cex', 'continue', 'use', 'pandemic', 'excuse', 'shock', 'response', 'time', 'shock', 'lack', 'customerservice', 'insult', 'customer', 'staff', 'go', 'find', 'local', 'alternative', 'cex', 'end', 'quite', 'frankly', 'store', 'would', 'benefit', 'custom', 'back', 'end', 'pandemic', '”']",Posted 6 months ago
59,"['“', 'genuinely', 'cant', 'believe', 'company', 'still', 'run', 'absolute', 'rip', 'merchant', 'resell', 'new', 'gen', 'console', 'rrp', 'scalper', 'mass', 'scale', 'wan', '”']",Posted 6 months ago
60,"['“', 'terrible', 'shop', 'site', 'blu', 'ray', 'want', 'stock', 'local', 'branch', 'local', 'tel', 'double', 'check', 'travel', 'mile', 'told', 'sorry', 'stock', 'computer', 'site', 'update', 'waste', 'time', 'money', 'petrol', 'joke', 'shop', 'avoid', '”']",Posted 6 months ago
61,"['“', 'checked', 'old', 'phone', 'good', 'work', 'order', 'take', 'store', 'told', 'worth', '£', 'wait', 'hour', 'check', 'go', 'back', 'later', 'told', 'phone', 'charge', 'put', 'back', 'car', 'charger', 'work', 'fine', 'charge', 'usual', 'try', 'website', 'complain', 'customerservice', 'exists', 'avoid', 'avoid', 'avoid', '”']",Posted 6 months ago
62,"['“', 'literally', 'bad', 'place', 'could', 'ever', 'sell', 'valuable', 'even', 'sell', 'stuff', 'worth', 'penny', 'understand', 'away', '”']",Posted 7 months ago
